Time,Url,Question,Answer,點閱數,資料更新,資料檢視,資料維護
2023-12-17 12:45:39,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=9C78F20F04071EA1,現場違規行為民眾於收受舉發通知書後，若未收到裁處書或裁處書未領遭郵局退回時，應如何處理？,     一般現場違規之舉發案件，經舉發單位資料查對整理後，舉發通知書始送交裁處單位進行裁處作業，裁處案件經建檔製作裁處書及列印後，裁處書以大宗郵件交郵局以雙掛號郵寄，若郵寄時遭退回或未完成合法送達，將以戶籍地址再次寄送裁處書。    若民眾於2至5個月仍未收到裁處書，可直接電洽大隊詢問 (電話：02-25923600轉277)。 ,199.0,112-11-14 11:20,112-11-14 11:20,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:45:39,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=6054691617332AA6,瓶罐回收時之液體或氣體之處理方式, 一、持有盛裝氣體之高壓瓶罐處理（如髮膠、造型噴霧、芳香劑、瓦斯罐、殺蟲器等）：因含有易燃氣體或有機溶劑，遇高溫或壓縮易引爆，回收前應至空曠處將內容物排出或排出至可吸附材質。瓦斯桶則請民眾循逆向回收管道回收，交付原購買店家進行回收再利用。二、持有盛裝液體之瓶罐處理（如寶特瓶、鐵鋁罐、玻璃瓶罐、塑膠容器瓶罐等）：請於回收前先倒空容器內之殘餘物並清洗、壓扁（玻璃容器清洗即可）後送交本市資源回收車回收。三、裝有環境衛生用藥成分瓶罐之處理：請盡量使用完畢，並建議以清水反覆沖洗三次，勿殘餘環境衛生用藥等有害物質於容器內，可於每周一、二、四、五、六將使用完畢並沖洗後之廢容器交付本市資源回收車回收（須與其他回收物分開裝袋）。 ,831.0,112-11-15 18:11,112-11-15 18:11,臺北市政府環境保護局資源循環管理科
2023-12-17 12:45:42,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=6DD4E37CBA47D4CE,如何申請垃圾代焚化處理?申請核准後配合事項為何?, 1.代焚化處理申請：  (1) 透過「市民服務大平臺」網址：搜尋「代處理一般事業廢棄物及一般廢棄物申請(內湖垃圾焚化廠)」，選擇網路申辦...等等方式。  (2)本廠官網：首頁左方點選申請案件，於「代處理一般事業廢棄物及一般廢棄物申請(內湖垃圾焚化廠)」(自動連結至市民服務大平臺 )，選擇網路申辦...等等方式。 2.代焚化核准後配合事項：經審查符合進廠管理辦法規定之可燃廢棄物，即以簡訊或Email通知進廠時間，再由申請人自運廢棄物進廠，由本廠代焚化處理。3.若您對申請或配合進廠等尚有疑問時，請撥服務專線02-27961833轉213由承辦人為您解說。 ,298.0,112-11-15 16:37,112-11-15 16:37,臺北市政府環境保護局內湖垃圾焚化廠
2023-12-17 12:45:44,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=F6E2D972348C0C2C,請問市區內各類場所、工程及設施噪音管制標準多少?, 噪音管制法第9條，噪音管制區內之場所、工程及設施，所發出之聲音不得超出噪音管制標準。(管制標準值詳如附件) ,346.0,112-11-16 11:01,112-11-16 11:01,臺北市政府環境保護局空污噪音防制科
2023-12-17 12:45:44,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=78D31586179144E0,110-112年臺北市電動機車補助(振興加碼再延長) Q&A," Q1:「振興加碼」方案內容為何?A1：為減輕民眾購車負擔並加大後疫情時代振興力道，本府112年持續推動「電動機車補助計畫　振興加碼專案」，臺北市民在112年1月1日起至112年12月31日止，凡新購或汰舊換新購重型電動機車，輕型、小型輕型電動機車者，額外加碼補助8,000元，有意願換購或新購電動機車之民眾，請儘速提出申請。Q 2:加上「振興加碼」加碼補助8,000元後，臺北市民申請汰舊換購或新購電動機車最高可獲多少補助?A2：1. 為減輕民眾購車負擔並加大後疫情時代振興力道，持續推出「振興加碼」方案，針對淘汰1至4期老舊機車換購電動機車、或新購電動機車，臺北市民購買電動機車日期(即發票開立日期)只要在今(112)年1月1日起至12月31日止，除可獲得政府既有的電動機車換(新)購補助外，可額外再獲得新臺幣8,000元的「振興加碼」加碼補助金，112年汰購重型電動機車最高補助可獲得2萬8,800元（含環境部淘汰老舊機車補助每輛2千元、減碳獎勵金1千5百元、減空污獎勵金1千元與回收獎勵金300元，及經濟部產業發展署購買重型電動機車補助每輛7千元）。2. 以Gogoro3市售69,980元試算，一般民眾扣除112年汰購最高補助後，車價約41,180元。【詳細內容請參考下方附件】 Q3：「振興加碼」的補助對象為何?電動機車購買地點一定要在臺北市嗎?A3：1. 符合110-112年度機車汰舊換新補助計畫補助對象資格，及新買電動機車購車發票在112年1月1日至112年12月31日期間，且在購買日期之隔年1月10日前提出申請者，即屬於「振興加碼」加碼補助對象。2. 「振興加碼」方案未要求電動機車購買地點一定要在臺北市。Q4：中低以及低收入戶是否有加碼補助? 已領中低及低收加碼補助還可再領振興加碼補助嗎?A4：1. 有。臺北市中低以及低收入戶除一般補助外，再加碼補助1萬元/輛，1人申請1次為限。2. 可。只要符合「振興加碼」補助對象，已領中低及低收加碼補助還可再領振興加碼補助，兩者不牴觸。Q5：一般市民申請電動機車補助資格限制為何?A5：1.汰購電動機車：年滿18歲以上並設籍於本市需達1年(含)以上之市民，年齡及設籍認定以購車發票日期為準，且淘汰之老舊機車(出廠日期於96年6月30日前)須於109年12月31日(含)前車籍登記於本市。2.新購電動機車：年滿18歲以上並設籍於本市需達1年(含)以上之市民，年齡及設籍認定以購車發票日期為準。【詳細內容請參考下方附件】Q6：補助對象及條件應注意事項？A6：1. 每輛老舊機車換購或新購電動機車僅能獲得1次補助款，每人限補助購買1輛電動機車。2. 公務機關、公營事業、公立學校、接受政府機關委託案，且契約強制規定需使用電動機車執行相關業務者、機車整車或零組件生產或銷售商，以及將新購機車用於租賃、共享者，所購買之車輛則不列入補助對象。3. 惟在前述單位服務任職之員工，仍得以個人名義申請補助，另公務人員使用國民旅遊卡購買電動機車，並依本辦法規定申請補助者，應切結未重複申請休假補助。4. 符合「110-112年電動機車補助計畫」者且發票購買日期介於112年1月1日起至112年12月31日(含)間，可享振興加碼補助。5. 申請人於本計畫施行前已依環境部「淘汰二行程機車、新購電動二輪車補助辦法」及「機車汰舊換新補助辦法」申請電動二輪車或七期燃油機車補助者，不予補助(含振興加碼)。Q7：如何申請？A7：補助採線上申請，申請網址為：http://www.envimac.com.tw/MotorSubsidy/Q8：電動機車補助車款有哪些?A8：由經濟部認可之國內合格電動機車製造商所生產並取得合格產品認可之重型、輕型及小型輕型等級電動機車。Q9：申請補助期限為何?一、「淘汰老舊機車換購電動機車」 於110年1月1日至112年12月31日間，當年度報廢車輛應將相關補助申請文件於隔年度1月10日前上傳至本局線上申請系統辦理，另於112年1月1日至112年12月31日期間汰舊換新購置重型電動機車輕型、小型輕型電動機車者，可享振興加碼補助，需於113年1月10日前完成線上申請，逾期即不予受理。二、「新購電動機車」於110年1月1日至112年12月31日間，應將相關補助申請文件於購車發票日期隔年度1月10日前上傳至本局線上申請系統辦理，另於112年1月1日至112年12月31日期間新購置重型電動機車輕型、小型輕型電動機車者，可享振興加碼補助，需於113年1月10日前完成線上申請，逾期即不予受理。 ",3321.0,112-11-15 15:15,112-11-15 15:15,臺北市政府環境保護局空污噪音防制科
2023-12-17 12:45:46,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=050B462E88BC6511,112年7月1日起臺北市機車排氣定期檢驗全面電子化通知Q&A, Q1：定檢通知全面電子化從什麼時候開始實施？定檢通知全面電子化後，每年還會收到定檢通知明信片嗎？A1：因應2050年淨零排放及落實省紙減碳政策，自112年7月1日起，本市機車排氣定檢通知全面電子化，並停止寄發紙本明信片通知。若想持續收到定檢通知，除可利用本市LINE@「定檢好康愛報報」(ID搜尋：@tpemoto)註冊定檢鬧鐘外，亦可透過環境部「機車E定通」申請E-mail通知，或下載環境部「環境即時通」APP設定推播訊息通知，每年於應定檢期間即可收到機車排氣定期檢驗電子通知。此外，若擔心年長者較不擅長使用電子化資訊，本局亦有提供本市機車定檢站定檢提醒貼紙，民眾定檢時可向定檢站索取，張貼於置物箱或車體上或其他適合位置，隨時提醒每年定檢時間。 Q2：如何申請「機車排氣定期檢驗電子化通知」？A2：【詳細內容請參考下方附件：臺北市環保局機車排氣定檢通知電子化懶人包】         1.本市LINE@「定檢好康愛報報」：加入LINE@帳號「定檢好康愛報報」後開啟下方選單，點選「註冊開啟定檢鬧鐘」，填寫車輛基本資料即註冊完成。【詳細內容請參考下方附件：LINE接收定檢通知登錄流程】2.環境部「機車E定通」E-mail：進入環境部「機車排氣定期檢驗資訊管理系統」，點選「機車E定通」，勾選同意條款後，再依序填入車號、車主姓名及E-mail，登錄完成後系統會自動發送確認信，填入驗證碼即完成。【詳細內容請參考下方附件：環境部「機車E定通」申請流程】3.環境部「環境即時通」APP：下載並打開 APP後，點選下方點按「地圖顯示」，左下角選擇「機車排氣定檢站」，再點擊右下角開啟小鈴鐺設定車牌號碼。【詳細內容請參考下方附件：「環境即時通」APP定檢通知設定流程】 Q3：假設我有多台機車，能否都收到定檢電子化通知呢？A3：可以！車主可於LINE@「定檢好康愛報報」註冊多台車號，只要是出廠滿5年且設籍臺北市之機車，完成LINE@註冊後於應定檢期間即可收到定檢電子通知；車籍在其他縣市者，可選擇環境部「機車E定通」或下載環境部「環境即時通」APP，亦能設定多台車號。 Q4：我的機車車籍在臺北市，但目前在其他縣市使用，是否也會收到Line的定檢通知？A4：可以！只要是機車設籍臺北市的車主，完成Line@註冊後，於應定檢期間即可收到「機車排氣定檢電子通知」。 Q5：完成註冊後，為什麼沒有收到定檢通知？ A5：1.本市LINE@「定檢好康愛報報」：本市LINE@「定檢好康愛報報」的定檢通知服務目前僅限設籍臺北市之機車，車主於LINE@「定檢好康愛報報」註冊時須參考格式範例填寫正確「車輛基本資料」，若非設籍臺北市之機車，或因基本資料填寫不完整導致無法查詢車牌號碼，車主將無法收到定檢通知；車主若發現填寫資料有誤，可以再次進入註冊頁面更正內容後重新送出，即可按時收到定檢通知。若針對「定檢好康愛報報」有任何操作上的問題，可於上班時間電洽(02)2720-8889轉7246，會有專人提供說明。2.環境部「機車E定通」E-mail：環境部「機車E定通」登錄時會檢核車號與車主姓名須與行照資料一致，若操作系統時出現錯誤訊息，可電洽環境部服務電話:(02)2339-3250轉211。 ,450.0,112-11-15 17:15,112-11-15 17:15,臺北市政府環境保護局空污噪音防制科
2023-12-17 12:45:47,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=AE8B9F97C187E693,申請住宅汰換節能家電補助，須準備哪些文件？, (住宅汰換節能家電補助自111年11月26日起停止受理)申請住宅汰換節能家電補助，請準備下列文件：申請者身分證明文件：國民身分證或中華民國居留證正反面影本（可自行註明「限111年度住宅家電補助使用」或由本局代為註記）。補助品項安裝地址證明文件：最近半年內其中一期臺灣電力股份有限公司表燈非營業用戶電費單影本（含電號）。 載明產品型號之購買證明文件（統一發票收執聯或收據等，日期應於當年度公告日期以後），購買證明文件未載明產品型號時，應加附(於其他項目上傳)產品保證書或出貨單等相關單據。汰舊換新佐證文件：廢四機回收聯單第一、第二或第三聯之正本或影本(申請者應委託販賣業者依循行政院環境保護署廢四機逆向回收機制)。申請人之銀行或郵局等金融機構存摺封面（須有帳號及戶名）影本或網銀帳戶（須有帳號及戶名）佐證資料影本。注意事項：申辦方式有臨櫃、網路及郵寄等3種，臨櫃申辦地點於 每一行政區各有一處(如附表)。郵寄申辦者請於「臺北市政府智慧節電網」(網址:http://energy.gov.taipei)最新消息下載申請書 。購買的發票或收據日期須在111年7月18日(含)以後。      如有相關問題可撥打專線服務電話(市話請撥0800- 661-668，手機請撥02-8978-8816)。 ,871.0,112-04-21 14:31,112-11-21 14:22,臺北市政府環境保護局氣候變遷管理科
2023-12-17 12:45:49,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=2F8C7845074BC81A,申請住宅汰換節能家電補助，如何申請?, (住宅汰換節能家電補助自111年11月26日起停止受理)本市111年度「住宅汰換節能家電補助」申請資訊如下：1.申請期間自111年7月18日至111年11月30日或經費用罄為止。2.申辦方式有臨櫃、網路及郵寄等3種，臨櫃申辦地點於每一行政區各有1處（參照附表）。3.申請文件為申請表、身分證正反面影本、發票(須載明新機型號，新機須為一級能效)影本、半年內任一期電費單影本、廢四機聯單、申請人金融機構存摺封面影本等文件，相關申請表單及資訊可至臺北市政府智慧節電網之最新消息下載。4.如有相關問題可撥打專線服務電話（市話請撥 0800-661-668，手機請撥 02-8978-8816）。 ,421.0,112-05-17 14:52,112-11-21 14:22,臺北市政府環境保護局氣候變遷管理科
2023-12-17 12:45:49,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=8D027A04257A11D0,家裡有舊衣要如何回收及可與不可回收項目有哪些？（民眾版）, （一）經本府核可設置之回收箱會完整標示核准單位、核准字號、設置單位、 連絡電話等，民眾可至臺北市政府環境保護局網站查詢核准設置地點或至台北通APP開啟手機定位進入周邊服務探索舊衣回收箱設施地點。（二）經過清潔整理堪使用的舊衣，如外衣、外褲、裙子、洋裝、背心、外套、西裝、女性乾淨內衣具彈性等，均可回收。不可回收的項目為棉被、枕頭、床單、床罩、帽子、內衣褲、 鞋襪、窗簾、桌（浴、毛）巾、圍裙、地毯、踏墊、毛線、 皮帶、腰帶、皮包、手套、坐墊、絨毛玩具、布偶、布袋、 布條等其他紡織品。 ,3168.0,112-12-14 11:36,112-12-14 11:36,臺北市政府環境保護局環境清潔管理科
2023-12-17 12:45:51,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=B95E7C6632E1194B,111、112年度臺北市環境保護局內湖及萬華再生家具展示場停賣暫停開放一覽表, ※本局線上競標拍賣家具係由本府動產質借處之惜物網平台進行拍賣作業，敬請多加利用： (惜物網網站) ，若於第一次拍賣流標後，才移至現場展示場供民眾競拍。目前本市二座再生家具展示地點、共3個拍賣場，開放民眾參觀及喊價拍賣時間如下：※具體開放時間，請參附件檔案或先電話洽詢各拍賣場確認1.萬華再生家具展示拍賣場(萬華區環河南路二段102號1樓)：每週二至五（9時~17時）開放民眾參觀；每週六（11時~17時）拍賣，電話(02)2308-2600。2.內湖再生家具展示拍賣場1樓(內湖區行忠路178巷1號)：每週二至五（9時~17時）開放民眾參觀；每週日（11時~17時）拍賣，電話(02)2796-2062。3.內湖再生家具展示拍賣場2樓(內湖區行忠路178巷1號)：每週二至四（9時~17時）開放民眾參觀；每週五（11時~17時）拍賣，電話(02)2796-2062。 ,542.0,112-11-16 11:07,112-11-16 11:07,臺北市政府環境保護局資源循環管理科
2023-12-17 12:45:54,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=C25663C6547A3BBB,有關擴音設備噪音問題, 一、依〔噪音管制法〕第9條第1項，噪音管制區內之擴音設施，所發出之聲音不得超出噪音管制標準。依本法第24條，違反第9條第1項規定，經限期改善仍未符合噪音管制標準者，得依規定按次或按日連續處罰，或令其停工、停業或停止使用，至符合噪音管制標準時為止。二、擴音設施限期改善為不得超過十分鐘，罰則為處新臺幣三千元以上三萬元以下罰鍰。三、依本法第9條第2項所訂定之〔噪音管制標準〕第7條，擴音設施噪音管制標準值如下：註：[噪音管制標準]中華民國一百零二年八月五日行政院環境保護署環署空字第1020065143號令修正發布全文 11 條。 ,785.0,112-11-14 11:20,112-11-14 11:20,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:45:56,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=92F8FF91993B40DA,環保兩用袋如何使用及購買？, 一、依據環保署106年08月15日環署廢字第1060062219號限塑公告，該公告所稱購物用塑膠袋，係指提供消費者裝提其購買商品所需之塑膠袋。因本市屬於一般廢棄物清除處理費採隨袋徵收地區，故本市量販店業、超級市場業及連鎖便利商店業之購物用塑膠袋應為兩用袋，購物使用後，應做為專用垃圾袋使用。二、環保兩用袋係配合購物時之「兩袋合一」限塑政策，故本市於107年2月13日府環資字第10730776000號公告相關實施方式為：1.環保兩用袋僅供購物零售使用，禁止整包販售。2.應依實際購物需求量販售，不提供消費者加購。3.未購物者禁止單獨購買。4.專用垃圾袋抵價券禁止兌換環保兩用袋。 ,2722.0,112-11-15 14:08,112-11-15 14:08,臺北市政府環境保護局資源循環管理科
2023-12-17 12:45:58,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=D076C9502D4C87B6,如何維護管理飲用水連續供水固定設備?, (1)依飲用水連續供水固定設備使用及維護管理辦法第6條第2項規定，飲用水設備管理單位應自行或委託專業機構辦理維護（如：更換濾心、清洗、擦拭機台或消毒），每月至少1次，並將每次維護內容詳細記載於飲用水設備水質檢驗及設備維護紀錄表；其紀錄應保存2年。(2)另依飲用水連續供水固定設備使用及維護管理辦法第7條規定，接用自來水者，經飲用水設備處理後水質，應每隔3個月檢測大腸桿菌群，如飲水設備出水口溫度高於90度以上可以免測大腸桿菌群。(3)並將維護紀錄及水質檢驗結果明示於機台明顯處。 ,6864.0,112-11-15 19:27,112-11-15 19:27,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:46:00,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=19C7BB4579B2351D,環保局所列管之飲用水連續供水固定設備定義為何?, 依飲用水管理條例施行細則第6條規定，公眾飲用之連續供水固定設備，係指公私場所以管線輸送固定水源並能連續處理及連續供水之飲水機，或將其處理後之水以管線輸送至飲水檯供人飲用之裝置。  ,4905.0,112-11-15 19:27,112-11-15 19:27,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:46:02,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=7E29C10B187E39BF,自來水水塔維護及檢查重點為何？, 一.自來水水塔維護及檢查，因屬臺北自來水事業處權管，若仍有其他相關的問題需要協助時，敬請電洽臺北自來水事業處（02）8733-5678。二.本局已公布「社區大廈環境衛生管理手冊」於本局網站上，民眾可至網站瀏覽參考（首頁>線上查詢>宣導，網址：http://www.dep.gov.taipei/ct.asp?xItem=258068908&ctNode=63190∓=110001）  ,6025.0,112-11-15 19:28,112-11-15 19:28,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:46:05,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=F32DD24363EE0B70,我要檢驗家裡的自來水。, 請打電話（02）8733-5678向臺北自來水事業處客服中心申請免費檢驗。  ,6838.0,112-11-15 19:27,112-11-15 19:27,臺北市政府環境保護局水質病媒管制科
